target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,medianagemale,medianagefemale,percentmarried,pctnohs18_24,pcths18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,birthrate
223.9,419.5,33750.0,7.933438387627489,24.8,0.0,39.9,41.8,57.6,19.6,47.7,0.0,26.6,15.5,50.9,8.7,56.8,45.3,23.8,68.66713189,7.083042568,1.570132589,12.63084438,4.99194847
159.7,466.5,49204.0,8.230843564198235,10.6,0.0,38.6,40.6,57.2,26.9,37.4,3.4,38.6,13.2,61.7,1.6,66.0,30.1,17.7,95.96388741,0.079660117,0.13276686099999999,1.3807753580000002,4.274611398999999
200.0,452.5,35313.0,9.460787757817737,24.5,0.0,38.5,42.1,54.6,29.0,40.9,0.2,38.7,8.7,45.3,8.7,46.0,45.5,25.0,74.76264591,0.848249027,0.41245136200000004,0.18677042800000002,5.7728119179999995
226.9,508.2,34837.0,9.527775402577312,23.4,0.0,36.8,44.9,45.5,23.6,40.9,1.8,38.0,8.2,54.5,7.1,50.7,41.4,23.3,68.32789264,5.817918027,0.036271309,0.7762060209999999,4.598628478999999
209.2,448.8,41370.0,10.149370590819828,17.2,0.0,33.2,36.4,51.9,14.0,34.0,4.0,27.2,12.8,52.6,7.6,62.1,35.4,18.3,72.54375192,7.5990175010000005,1.4583972980000002,9.579367516,6.363038474
231.3,470.4,32645.0,8.744647438317532,23.0,0.0,40.7,44.1,52.4,19.4,55.6,1.9,44.8,8.5,50.0,6.5,48.6,43.9,26.0,83.42018001,0.6947734090000001,0.094741829,4.058108321000001,6.331168831
215.0,415.2,35977.0,9.303921785597714,20.1,0.0,40.3,41.2,49.0,12.2,34.0,2.7,35.5,10.2,46.9,6.7,46.8,44.0,26.6,71.88350572,1.8689892940000001,0.553438577,0.9344946470000001,5.684647302999999
203.1,460.6,41514.0,10.72254024748303,18.2,0.0,37.4,40.7,49.3,25.1,35.5,2.6,34.0,13.0,55.3,7.8,58.6,38.7,21.4,79.2331147,1.882115515,0.633952662,2.66523351,6.042169307000001
174.7,465.5,59525.0,9.654064192201437,10.0,0.0,36.1,40.3,60.6,18.3,38.7,9.2,36.1,13.6,62.7,3.6,70.5,29.2,15.0,85.04117109,0.52934257,0.0,7.36505032,5.947846469
226.1,491.5,36699.0,9.120962560824966,19.1,0.0,40.7,44.6,54.1,20.4,51.8,1.4,34.7,13.2,54.7,5.5,57.1,42.3,22.7,79.37002795,3.880885831,0.311760912,5.332186627,3.922594142
191.7,374.7,35522.0,9.257605564443297,20.7,0.0,38.5,40.5,54.8,18.2,30.5,2.0,34.4,8.4,47.2,7.8,54.2,38.0,20.0,69.05513273,1.4108037869999999,0.621867459,1.067384444,7.799915218
214.4,362.3,36627.0,10.811867073138947,24.0,0.0,38.3,40.9,52.6,22.5,42.7,1.4,39.8,8.5,46.6,9.4,49.4,39.5,23.7,75.39429648,2.4168821019999998,0.438886551,2.7114771839999996,5.9130913089999995
198.3,393.5,46083.0,10.464331157823805,14.9,0.0,40.0,41.6,56.8,20.5,44.3,1.1,39.5,9.1,54.3,7.1,60.2,37.1,20.1,85.77846047,1.767910967,0.086946441,0.41734291700000004,5.677852349
160.2,438.5,55602.0,10.73633145595318,13.8,3.124170384412171,37.4,39.9,55.1,14.6,30.2,7.4,34.4,17.7,57.5,6.0,64.8,31.0,17.4,82.04661407,9.111545636,0.58660913,0.78888814,4.945382324
200.2,456.5,52662.0,9.197356444417888,12.5,0.0,39.2,39.0,54.4,20.2,46.4,1.1,42.5,10.2,54.6,4.0,61.2,37.3,20.1,84.0008279,1.8938217940000002,0.734761461,2.50439822,4.884922499
175.0,516.3,58392.0,10.547103044065024,10.2,0.0,37.1,39.1,60.9,14.9,41.0,2.8,34.7,16.6,59.7,3.9,71.2,28.0,13.6,83.79984663,0.922984224,0.60254163,2.6237949169999997,5.778802962
202.4,454.6,34964.0,10.405746587635992,20.9,0.0,37.9,40.3,51.9,27.3,35.9,2.4,41.6,9.2,48.3,8.3,43.0,44.7,29.1,65.5462692,8.321515856,0.096551308,1.647406692,4.988383217
202.4,456.0,33450.0,9.903037451255743,22.4,0.0,46.3,48.5,56.2,22.0,42.4,3.7,38.0,9.2,41.9,10.8,50.6,49.0,24.9,70.08382643,3.50591716,0.45857988200000005,0.108481262,5.1885598580000005
182.3,478.7,54107.0,8.95828281049733,11.8,0.0,39.9,43.0,62.2,28.4,32.4,8.0,41.2,12.7,58.8,5.4,69.1,34.6,16.3,89.20779221,0.363636364,0.0,4.246753247,5.897114178
196.9,460.2,38517.0,9.694801486310846,18.0,0.0,41.1,44.2,54.7,28.6,34.7,1.8,35.1,8.3,48.0,7.6,51.7,45.1,23.1,71.74347446,1.4737105030000002,0.16235793699999998,8.823529412000001,8.040842374
202.5,434.6,41806.0,10.618591900448115,17.6,0.0,38.7,40.2,55.4,22.6,43.7,1.6,37.5,11.3,52.3,7.0,55.1,39.8,22.0,67.69575926,0.419440583,0.43651084,0.053649377000000005,5.739464467
203.3,467.1,43783.0,9.54230245311951,15.1,0.0,40.0,42.5,53.2,24.6,45.7,5.5,39.2,13.3,56.0,3.6,59.2,34.9,18.6,76.06495303,1.3398383459999998,0.422340348,2.650549771,3.244147157
211.7,483.4,41015.0,11.151955596748616,22.2,0.0,36.4,39.0,48.9,20.0,40.8,2.4,35.8,13.2,49.6,8.2,52.4,39.3,23.2,60.69434951,11.08452951,0.6949191159999999,1.720209615,6.694613026
181.6,465.5,46874.0,9.35487352270848,13.4,0.0,40.5,41.0,64.0,17.9,35.3,2.7,35.4,17.1,57.2,5.9,70.3,34.3,16.2,84.06049018,1.494872241,0.165131236,0.425864766,8.309915697000001
189.7,391.8,39706.0,9.262932822095353,16.1,4.563156468940209,39.6,43.4,53.7,21.2,38.6,2.6,42.1,10.0,50.7,8.4,58.2,37.7,21.4,68.97205116,1.9706300330000002,0.293699668,0.86215064,3.337783712
237.1,463.9,34172.0,9.40771473139643,25.0,0.0,38.5,41.7,47.0,30.3,39.2,5.7,37.3,7.7,40.9,9.6,46.3,43.2,27.5,63.65120836,7.797191378,0.261267146,0.775636839,7.418397626
186.1,454.5,48226.0,13.563021869080599,17.9,5.968783408003973,33.0,35.5,46.7,17.1,29.6,9.8,25.3,19.8,60.8,6.0,61.5,31.4,18.7,68.89592832,14.79376524,3.242365603,3.267150885,6.473896102
214.1,493.2,38183.0,10.576125856464532,21.5,0.0,36.8,41.2,46.1,15.0,32.2,3.1,37.0,10.6,48.4,10.4,55.4,41.9,23.8,66.05739492,8.211225472999999,0.268721797,0.43857425299999997,6.833686191
173.6,405.2,48014.0,10.77662023009248,16.6,0.0,40.9,43.2,54.2,21.3,40.0,2.8,41.9,11.2,50.4,7.1,62.9,36.3,18.7,65.82386482,11.39551338,0.24763807399999999,0.7221042990000001,4.078719282
229.7,413.3,35580.0,10.372928523519388,22.1,0.0,37.1,40.0,50.9,18.7,38.7,2.0,36.4,9.0,51.5,9.4,52.4,42.9,25.0,69.07589216,0.956833411,0.7293127629999999,1.390057659,5.394016013
213.8,430.4,43476.0,9.707290170206525,15.4,0.0,39.9,42.7,55.7,20.4,49.4,2.6,42.3,11.9,53.2,6.3,59.8,38.1,20.3,79.81695859999999,1.109158131,0.400024244,0.32123159,5.987850738
177.4,449.8,41037.0,11.30036323351256,23.7,4.472553649954632,26.6,28.0,41.1,5.1,18.7,9.5,27.4,21.1,56.0,6.3,70.8,26.0,14.1,80.74235423,3.7256210419999998,4.18392657,0.492300719,5.395731735
195.8,418.2,39900.0,10.705735744369607,21.7,0.0,39.4,42.2,52.6,23.5,41.4,4.2,36.4,10.8,51.3,6.2,57.0,39.0,20.0,72.06467828,3.3495696269999997,0.464847312,1.6303018169999999,5.344522968
195.7,475.3,41423.0,10.55045989597546,17.3,0.0,33.7,36.9,47.4,14.4,30.1,5.9,33.5,16.7,58.3,6.2,58.0,35.0,20.2,71.07607409999999,2.3518591509999998,0.906582578,0.525555118,5.893866899
190.0,460.2,45710.0,11.182697691046345,17.5,0.0,36.5,38.6,51.3,19.0,34.2,3.5,35.5,12.7,52.9,6.8,59.6,36.5,20.5,76.19911156,2.856500225,0.617127755,0.981219073,5.802028117000001
226.4,354.7,32215.0,9.322239464473592,23.1,0.0,43.4,46.0,53.0,25.6,41.6,3.0,39.2,8.4,45.3,10.6,43.1,46.9,26.7,75.44984857,1.202565473,0.427578835,0.641368252,5.050505051
153.2,362.3,56139.0,8.239857411018601,12.3,0.0,41.0,40.4,54.0,36.7,20.5,3.5,39.7,14.9,58.7,0.8,71.2,27.9,13.2,90.97883598,0.105820106,0.026455026,0.105820106,2.822580645
174.5,445.5,56465.0,11.416447603691164,10.0,0.0,37.8,39.7,59.6,15.7,36.9,6.4,33.1,16.8,60.4,5.5,72.8,27.8,13.0,75.13846844,1.085323467,0.969839668,1.587621931,5.259595862
208.9,484.1,35964.0,10.148353455922653,24.7,0.0,38.0,41.1,48.8,23.9,35.2,1.3,36.2,8.9,47.5,8.4,49.4,40.7,24.8,68.44707822,4.99195479,0.192300145,0.784898552,6.579419147
214.9,375.8,35592.0,10.625076406727377,27.9,0.0,38.8,41.4,52.7,24.0,38.5,3.6,39.5,9.4,47.6,9.8,45.5,42.7,27.3,65.77030677,2.05238279,0.7186957359999999,0.9550453409999999,6.132732926
189.1,441.8,42967.0,10.705085469100878,15.5,0.0,39.3,40.8,55.2,23.0,34.7,4.7,38.9,12.8,53.8,6.6,62.5,37.1,19.4,84.04454761,2.073383029,0.517787796,3.106726778,2.8760604180000002
153.1,391.6,49780.0,9.975342989636555,13.6,0.0,30.6,32.4,54.9,28.7,29.4,1.8,28.4,14.9,68.7,3.5,65.5,22.9,12.5,64.71187697,2.329998147,3.77987771,25.50491014,4.818560381
166.1,398.1,35274.0,8.924789360533357,23.8,0.0,37.6,42.1,52.4,34.4,38.2,5.1,35.8,11.9,51.0,7.1,53.7,43.0,24.1,74.32274789,7.958522359,0.23331173,7.854828257,6.093432634
183.9,474.0,50507.0,13.368039942761056,14.8,5.448994355089559,34.2,36.7,48.5,18.6,31.0,9.6,25.8,20.7,62.9,6.5,64.4,29.5,17.3,71.04446245,10.08655057,2.666944741,3.603840631,5.964154695
177.5,420.3,58921.0,11.245830026126836,9.8,0.0,37.9,39.0,57.5,20.6,39.3,5.9,35.3,16.2,59.2,6.0,67.0,31.3,16.7,76.02764256,3.556127389,1.2587709409999999,1.09827433,4.655824075
185.2,461.0,49056.0,10.859421985014835,13.9,0.0,38.1,43.0,55.0,15.6,43.1,9.0,33.8,18.5,56.4,5.3,67.2,33.2,15.5,78.41383308,2.573415765,1.71561051,0.852009274,6.522329921
186.9,442.3,47391.0,9.364090971782101,13.9,0.0,37.2,39.8,60.5,34.1,31.7,7.8,40.0,15.0,57.0,3.5,67.3,30.9,18.2,90.52279166,0.051506567,0.16310412900000001,2.000171689,5.586592179
125.3,452.6,48831.0,9.13830716907635,14.3,0.0,32.0,37.5,47.4,10.8,22.6,11.2,33.5,16.9,58.8,2.8,74.7,27.1,12.1,89.73762869,3.21045057,0.708513229,0.708513229,4.912663755
155.7,378.2,56067.0,9.978595025022933,12.3,0.0,35.2,37.6,52.9,24.5,39.2,5.9,39.7,11.9,57.4,5.1,73.6,30.3,15.4,91.60869151,0.628990756,0.11912703699999999,1.048317926,3.6680421819999998
169.5,438.3,38966.0,9.680718930926991,20.6,0.0,46.8,49.8,56.3,19.4,36.4,5.0,31.8,13.1,48.0,10.1,61.9,45.6,22.3,94.94144032,0.255419885,0.67904311,0.33640667799999996,9.370529328
155.6,414.8,54089.0,11.380228010237108,18.9,5.0069570442886375,30.7,35.0,44.2,3.4,13.1,11.3,14.9,29.0,54.2,8.6,75.4,28.5,14.8,87.43626799,0.8798196429999999,6.176079542,1.2763743570000001,3.454048815
160.2,447.3,65555.0,12.90300266213534,9.5,5.52168768334901,40.1,42.5,54.9,11.8,33.9,9.3,23.5,21.5,59.2,8.3,75.3,28.3,13.5,89.27146298,0.912853907,4.087685331,1.526558785,5.072389596
180.2,465.6,45132.0,10.540910584323711,15.4,0.0,42.7,45.3,51.3,20.4,27.5,5.1,26.3,14.6,54.5,7.6,62.4,40.8,19.4,90.60510406,0.7650741,0.9443047459999999,2.5172542940000002,5.997663247999999
185.7,449.0,57517.0,10.811766273800105,12.0,3.0521735843369915,42.1,43.7,53.9,15.2,36.6,2.7,33.8,12.4,51.4,9.8,69.1,35.5,17.3,92.58539351,0.47581445299999997,1.158152625,1.220919638,4.2254829119999995
200.3,453.1,39956.0,11.05282464069585,19.8,5.59962122773621,47.1,49.2,49.8,21.2,38.8,5.9,32.6,11.4,44.7,11.7,57.4,47.9,23.9,88.44285145,1.177220231,1.298287535,2.093189964,5.226215645
144.3,455.6,38155.0,9.981882749963502,18.3,0.0,46.8,49.2,59.1,29.2,40.8,0.0,37.8,10.5,46.4,13.5,56.9,49.4,26.0,92.75625119,0.563084558,0.30062989100000004,2.76770376,6.462075848
189.8,393.2,40524.0,10.020559224121966,17.1,0.0,53.8,55.3,52.8,41.2,38.0,0.2,27.7,14.7,41.1,11.3,63.1,51.1,18.7,91.58384815,0.326797386,0.550631211,2.032411138,2.198107958
154.3,485.2,52387.0,12.074077215567977,13.2,5.573883377822334,40.9,42.8,54.6,16.5,28.3,7.0,22.9,20.7,55.5,9.4,64.4,35.8,19.1,93.2775984,0.45372159700000003,1.212925064,1.692453578,4.744289032
189.2,419.4,41504.0,11.586974863980005,19.9,2.330817232209172,45.8,48.1,52.2,20.6,32.9,2.9,32.1,10.1,44.5,12.2,56.8,49.1,26.6,92.82142657,0.317181932,0.8209414709999999,0.6959344740000001,5.54304604
174.2,535.4,51978.0,7.528331766707247,11.7,0.0,48.6,46.9,59.0,28.8,40.4,3.8,39.3,10.3,51.8,9.2,63.5,35.3,14.1,97.76951673,0.955921402,0.0,0.159320234,3.333333333
131.4,400.3,41304.0,8.879889967673464,16.8,0.0,52.0,50.6,53.9,16.9,39.0,11.6,32.3,10.8,47.1,9.0,60.7,47.7,22.2,95.4095657,0.329851567,0.412314458,0.109950522,8.146487294
162.7,368.7,36340.0,8.881975184248867,21.3,4.940848456787556,44.7,46.6,61.4,19.0,51.8,1.3,33.9,9.8,48.9,16.1,64.3,42.2,20.9,91.76926269,0.650159081,0.553326878,0.940655692,8.321273517
166.7,431.3,54063.0,10.049231566588833,14.6,0.0,39.3,39.5,52.2,15.7,39.9,12.3,25.6,21.0,63.7,5.1,63.2,33.2,18.8,87.81924479999999,0.545078905,1.7583190469999999,6.387093938,3.453598302
172.4,441.7,44835.0,12.267017216157528,18.1,4.64915625561906,41.6,43.9,49.7,16.8,36.5,4.9,27.4,15.9,51.8,10.8,57.9,43.4,24.4,91.66838642,0.7352553000000001,1.038572107,1.486348344,5.016549209
163.9,358.5,42753.0,10.028665401264357,21.2,0.0,38.4,40.9,47.9,28.6,33.2,0.5,29.5,11.3,47.2,14.4,53.8,43.3,26.5,70.88980554,0.9745705090000001,0.7751235209999999,7.044104982,6.839517211
199.7,491.2,37230.0,11.347413826488735,20.6,4.09435341218294,46.1,49.8,51.4,17.7,38.6,3.7,32.1,10.3,41.2,12.3,56.9,50.6,26.2,92.95879342,0.341689746,0.7828891370000001,1.302017768,6.292364752999999
177.9,438.0,39234.0,11.097667563599199,21.9,0.0,41.9,43.1,51.4,20.0,30.9,3.6,29.9,12.6,48.4,12.4,58.1,44.1,24.4,88.49966653,0.892803007,1.156551264,1.765900685,6.075036075
139.2,397.2,40328.0,8.965717788984849,19.3,0.0,48.2,48.5,52.6,7.7,54.0,4.5,33.4,12.1,45.9,10.6,54.7,48.3,25.6,90.28309105,0.612088753,0.816118337,2.384595766,2.9390681
169.1,418.7,44976.0,12.801871570820216,18.4,5.661515943197442,37.6,41.0,45.5,8.9,24.2,7.5,25.0,17.2,54.5,9.9,65.4,37.0,19.8,88.36862152,1.084691648,2.5110625669999997,2.227356747,4.213583027
199.9,449.9,40226.0,10.758732323843143,18.8,4.170969464462472,48.5,51.6,52.6,21.1,47.4,4.9,28.1,14.0,49.5,7.9,56.3,46.3,23.8,88.08337109,0.334433728,1.223380154,2.619371265,4.839663945
186.5,477.4,44358.0,11.699803292845395,19.1,2.2295325195572713,38.8,40.4,52.9,19.2,34.5,3.7,31.0,12.0,51.9,10.6,62.3,41.4,22.7,92.66039623,0.43792184700000003,1.223827655,1.237276311,4.659172628
164.4,441.7,35094.0,10.321572692000395,28.7,3.5238984479560416,35.3,37.3,47.3,20.3,37.9,2.0,29.9,9.4,44.6,11.2,54.6,44.5,26.2,85.66004386,1.243821806,1.639880855,6.628260941000001,8.019109367
168.9,470.8,48554.0,12.708969922854033,17.7,3.5340595150076393,34.6,37.3,49.1,17.0,35.5,4.9,27.2,14.5,55.1,10.7,61.0,38.0,22.9,81.69177038,1.021471947,1.834133002,8.432866525,6.037989127
191.7,497.6,51839.0,9.322865162818028,16.3,0.0,36.9,38.2,56.8,29.6,41.5,2.0,35.4,7.9,54.5,8.6,63.5,34.6,20.3,86.2906105,0.437343806,0.383791503,8.38093538,9.868141217
177.1,459.5,53519.0,13.580161572461677,18.6,6.6775564347679515,36.1,36.9,42.3,12.6,24.9,12.2,18.4,25.1,62.6,8.8,67.0,30.7,18.1,78.20248875,5.4608299129999995,6.866705361,3.06695054,4.640520349
165.5,469.8,52626.0,11.282152886491527,14.1,0.0,36.4,38.5,51.8,10.8,27.6,4.3,26.8,18.1,53.4,10.8,69.4,36.1,18.2,87.54141644,0.6794885070000001,2.0980016569999997,2.724425347,4.832893816
180.4,587.4,53277.0,7.427144133408616,14.2,0.0,47.5,51.3,53.6,18.8,49.4,6.3,36.7,12.7,50.0,7.9,59.9,40.7,18.6,91.86629526,0.557103064,0.222841226,0.222841226,7.333333333
165.1,432.2,41662.0,10.152454783859795,17.5,3.68842423801881,45.4,50.2,52.2,20.1,35.6,5.5,34.6,13.4,46.0,7.8,62.0,44.0,21.9,91.62799843,0.232009438,0.861187574,3.448682658,5.352172982
181.2,430.1,44780.0,11.245464233004894,18.0,0.0,35.3,36.6,48.9,24.5,34.8,5.6,29.1,10.1,55.0,9.4,59.6,38.9,23.7,84.93705856,0.69978368,0.811853319,5.724673565,6.342209979
169.0,453.6,44841.0,10.157780872842554,17.7,0.0,38.5,41.8,52.7,10.2,34.2,5.5,33.4,15.2,53.3,7.1,63.8,39.3,20.7,92.5888522,0.687512138,1.192464556,0.955525345,5.6022408960000005
141.0,403.7,51754.0,9.296334565143043,10.9,0.0,44.1,47.6,58.7,30.1,23.5,6.4,36.0,12.9,61.7,3.3,74.4,32.9,12.8,90.41344843,0.24534302600000002,0.5179463879999999,5.815538392000001,5.591612581000001
162.4,479.7,62526.0,11.174314943847305,8.5,5.535533305315247,29.6,32.8,50.8,9.2,31.5,8.4,29.3,19.2,66.5,2.6,82.9,21.5,7.3,88.57476084,3.12536908,1.30063777,1.567851659,7.89058058
178.0,405.2,51470.0,8.335431477880796,10.9,0.0,49.6,52.6,64.8,12.2,25.9,14.0,33.8,15.6,58.5,1.3,79.0,35.8,11.0,98.02568982,0.0,0.0,0.261655566,7.244318182000001
170.1,403.1,86354.0,10.471496589829572,6.9,0.0,31.8,33.5,55.3,14.4,41.0,4.6,28.5,15.2,70.6,1.7,81.3,19.4,7.3,88.99017523,1.850163746,0.286977953,2.24855667,9.9672438
217.2,493.1,34116.0,10.24085224794036,24.8,0.0,40.2,41.5,52.8,16.5,47.2,3.5,43.6,6.4,46.0,13.4,49.6,46.4,31.0,97.4281767,0.382585285,0.10981614699999999,0.092103865,4.079365079
185.0,456.6,43602.0,11.556233965570422,18.0,6.28650085506821,36.5,40.0,46.2,16.7,32.3,6.6,39.7,10.1,57.1,9.2,68.4,36.2,19.5,83.54500171,12.05844329,0.7519297309999999,0.531389026,6.237398089
189.4,426.0,47369.0,10.882076798604507,14.6,7.238236480854206,38.8,41.1,53.6,13.7,31.4,5.3,42.8,13.1,57.0,7.8,70.7,32.0,15.4,96.93733667,0.836639155,0.537705165,0.342176014,5.646027941
203.2,498.3,39757.0,11.499161170194373,21.5,6.210190699265108,40.5,43.4,48.2,25.4,41.9,2.5,44.9,8.9,50.7,8.9,61.7,39.1,22.6,93.25596079,3.406596711,0.47205267700000003,0.484079497,6.447299298
192.1,489.6,34216.0,11.095696432441821,29.9,2.7836356811557432,27.5,28.6,35.1,2.3,15.7,7.0,32.3,13.9,47.7,10.9,70.6,31.3,18.6,91.04257087,2.328623757,3.336719303,0.333979746,2.52476505
189.7,484.8,52650.0,10.733719181136808,8.3,0.0,39.8,42.2,58.4,16.5,39.9,4.7,43.9,11.6,63.4,5.0,78.2,30.7,14.2,97.39280187,0.45124583100000004,0.512283914,0.364048569,6.028766704
185.2,427.9,41983.0,11.144105641058808,16.1,0.0,41.3,46.5,50.6,18.1,36.6,5.5,43.5,9.4,51.3,8.5,69.5,37.7,18.8,93.48907418,3.834100058,0.368027602,0.405405405,3.534951105
213.3,500.2,46484.0,10.688301921621898,15.0,0.0,40.3,41.3,54.1,7.6,45.3,3.1,48.1,8.0,53.3,9.9,63.2,37.4,21.5,97.2359708,0.98537754,0.185323299,0.19436346,8.672957238
189.0,458.9,58558.0,12.838285468810607,14.4,5.57614193417443,35.2,37.7,50.5,9.5,33.7,7.8,34.0,18.4,60.6,7.2,73.6,27.7,16.0,86.03229738,7.7855144979999995,2.670868475,1.001508571,5.4797353179999995
172.8,472.5,46177.0,10.23322286121891,13.5,4.289280539256276,43.3,46.1,58.4,17.0,44.1,5.3,47.5,6.7,55.0,7.1,65.3,35.1,19.6,97.16864709,0.8356545959999999,0.22213603199999998,0.36317478200000003,5.228870221
190.1,462.1,50302.0,10.5710091854571,11.3,0.0,39.7,42.8,55.2,15.6,40.5,3.9,45.1,10.7,58.2,9.1,71.9,34.2,17.8,94.44317518,1.8962759880000002,0.385855355,0.390932399,4.636217581
200.6,471.1,42029.0,11.820116003810051,18.2,6.171878671533901,39.8,42.0,48.4,16.1,34.7,5.1,36.4,11.5,54.1,10.0,64.9,40.9,23.2,86.24101968,8.512939698,0.7242722559999999,1.196401295,5.319358009
178.7,479.5,62158.0,12.215894255227843,11.2,6.3109693783544545,38.2,40.6,55.1,12.2,37.3,10.0,34.0,18.3,61.9,5.5,74.1,27.6,14.9,95.36909903,1.394512819,0.9910877,0.520258631,5.170612813
224.3,488.5,49453.0,10.643470607933105,13.7,5.478831838630827,37.9,40.8,52.8,15.1,33.9,6.2,40.6,10.3,56.1,9.2,66.9,35.8,20.3,94.6600783,2.482574239,0.288837964,0.295999236,5.682641547999999
178.3,445.6,42645.0,11.559875842531596,15.9,4.3481014759092105,42.1,44.7,51.9,18.0,40.1,4.9,46.5,9.5,54.1,9.0,63.5,39.2,22.0,95.25602197,2.30499967,0.33683376299999995,0.45854680299999995,6.225449895
203.0,459.8,41547.0,10.506983511143426,18.1,0.0,40.2,43.1,54.8,20.7,39.2,5.9,50.3,8.5,53.6,7.8,63.4,36.7,19.7,96.95022329,1.06197582,0.383945104,0.125258686,5.832147937
184.6,476.5,39881.0,10.652707835976868,15.4,0.0,41.3,44.2,54.7,21.7,42.2,4.9,44.9,8.4,52.9,8.1,68.5,38.8,19.7,96.81685196,0.7091866590000001,0.372147455,0.250438853,6.301190346
187.1,485.0,44138.0,14.04338052217105,19.6,6.322147631735734,38.4,42.1,40.5,17.1,29.6,12.6,28.3,18.0,56.4,10.6,65.3,37.3,22.5,63.60774199,29.68819393,2.775277492,1.207261938,4.879604208
179.6,439.3,46610.0,10.86047867153666,12.2,7.050263207683482,40.1,43.1,56.3,13.9,43.2,8.4,49.9,7.7,57.9,7.6,70.1,35.3,18.7,97.64687906,0.643670257,0.311330125,0.206280083,6.68786915
188.6,446.9,53026.0,10.55458803059373,11.7,0.0,37.9,41.1,53.5,13.2,38.1,8.6,44.2,11.1,59.1,8.4,73.3,32.7,14.7,92.00393079999999,1.869714759,0.33877266,3.3230753319999997,6.066465257000001
152.1,460.5,97802.0,12.17051800411631,4.8,6.319628804091143,37.4,38.3,62.7,12.8,29.2,12.3,20.6,33.3,67.9,3.2,87.4,17.1,7.5,88.96690449,3.5964472339999998,4.770456176000001,0.5861955529999999,4.830467049
193.7,479.9,49234.0,11.232563203880659,13.9,6.535656139080429,42.8,45.0,50.1,12.2,39.0,5.5,39.5,13.4,57.6,7.7,71.7,36.1,16.7,86.56702696,8.419905176,0.509580909,0.886513179,4.607982234
173.4,459.5,59921.0,11.927740063397026,9.6,6.166543899206424,37.8,40.2,55.6,17.1,39.5,7.3,34.4,17.5,59.7,6.9,74.3,30.5,16.4,89.44015237,6.432748537999999,1.368099147,0.494929986,5.968296134
194.3,441.6,44947.0,10.263955294713556,15.8,0.0,38.9,42.2,51.7,23.0,40.5,4.0,46.7,10.4,54.4,8.6,60.4,40.5,24.3,94.48016963,1.925683896,0.64652925,0.64652925,5.708508322
181.2,359.6,54666.0,10.658153073074491,10.5,6.713943660001683,37.9,40.8,59.8,15.7,36.2,8.9,40.8,11.5,62.7,6.7,78.8,28.9,14.3,94.22148994,0.567259033,0.329528069,3.3188184069999997,6.632331301000001
201.0,456.2,36675.0,10.313708002728152,26.1,3.5315323877400404,39.7,42.0,52.2,14.7,40.5,3.3,40.5,8.4,46.9,7.5,57.8,44.2,24.7,94.43153934,2.6042859480000002,0.634712907,0.464583674,4.807405196
142.4,441.0,72264.0,11.452145206042967,7.8,5.077680050126814,43.3,45.0,60.7,24.2,31.5,12.8,27.3,23.8,63.1,4.1,77.5,25.0,10.0,96.74457251,1.328376334,0.604001108,0.11185205699999999,5.9398182010000005
159.2,437.3,59382.0,12.010228063403746,13.2,5.9822022981071905,36.2,39.1,51.4,7.4,20.3,12.0,25.6,19.4,56.9,7.6,76.6,29.4,15.2,86.12965309,7.22751413,2.995882869,0.41780354700000005,4.699355673
215.8,473.4,41940.0,10.57793599628853,17.2,0.0,40.3,43.6,50.8,15.5,45.1,6.1,43.1,8.5,51.9,11.7,59.8,42.4,25.7,95.84868521,1.5570584969999999,0.315449452,0.23217079699999998,3.383937884
185.1,467.1,48973.0,13.601820927183303,17.6,6.453591591248048,35.4,38.7,42.5,12.6,31.3,13.0,27.1,21.5,60.2,8.8,68.1,32.7,20.4,68.75480295,25.64530449,2.242991119,0.7350216490000001,5.234779851
175.7,431.9,51498.0,11.232867587671265,12.7,6.803274658103336,38.4,40.2,53.4,8.2,31.4,8.2,36.1,16.2,62.3,6.9,75.8,30.2,14.7,93.36851037,1.329744922,1.68770218,1.095084054,5.446216491
185.1,433.4,45195.0,10.363535538414585,19.0,0.0,33.9,36.9,48.5,8.1,29.9,5.7,49.2,7.2,54.7,9.6,66.8,34.1,19.1,96.15263423,0.94844971,0.79405092,0.305646584,8.008741483
201.4,445.5,42582.0,9.645429005150419,16.9,0.0,45.1,46.4,57.8,19.8,46.4,1.6,48.7,5.4,52.9,5.6,67.7,37.7,19.3,95.83573211,2.09812576,0.134331222,0.198298471,7.1565495210000005
162.8,386.3,53645.0,10.23340262357356,10.2,0.0,39.7,41.7,56.2,15.7,39.4,9.5,43.9,10.2,54.5,6.7,76.8,31.8,14.8,94.25664822,0.585400678,0.42477244299999994,2.880599679,7.8702163060000006
199.8,427.0,41611.0,10.66958310460134,19.3,0.0,38.6,41.4,51.4,15.1,45.2,3.6,43.1,7.5,50.3,11.5,56.3,44.1,26.7,96.22886264,1.3805883719999998,0.34977994,0.039379199,6.779300817999999
